Date,Open,High,Low,Close,Volume,EMA_20,EMA_50,MACD,MACD_signal,MACD_diff,RSI,BB_upper,BB_mid,BB_lower,BB_pband,ATR,Trailing_Stop,Signal,Signal_Label
2018-03-14,107.6597263336194,108.02590906179162,105.0008626849646,105.33522033691406,6770600,104.85303975171969,106.65685782407259,-0.4355139533741266,-1.0856012070649488,0.6500872536908222,50.207576274237134,107.01088857940616,104.00010223388672,100.98931588836729,0.7217224920350501,2.167376830309729,110.14788787841796,-1,SELL
2018-03-15,105.51832797622804,106.86367861966258,105.45464137303247,105.92431640625,6147200,104.95506609977019,106.62813070964818,-0.31077688265206405,-0.9306363421823719,0.6198594595303079,51.91449384538572,107.21468916779445,104.16787452697754,101.12105988616064,0.7882423262219728,2.121739791198214,110.14788787841796,-1,SELL
2018-03-16,106.0039096791368,106.99102149344132,105.1600835874344,106.41785430908205,14233500,105.0943792625618,106.61988457629265,-0.1701362465880436,-0.7785363230635063,0.6084000764754627,53.35711970626286,107.49245223324024,104.29862632751465,101.10480042178907,0.8317694896531836,2.1009682279702644,110.14788787841796,-1,SELL
2018-03-19,106.15517315828276,106.250696981756,102.97887241105568,103.67941284179688,6017000,104.95962055582228,106.5045719592536,-0.2764600106337127,-0.6781210605775476,0.4016610499438349,45.245896482593935,107.38527017275676,104.21652030944824,101.04777044613972,0.4152493111130948,2.196540632974272,110.14788787841796,-1,SELL
2018-03-20,104.10926995680222,104.90533411744268,102.99478499069562,104.45158386230467,6214300,104.9112361088206,106.42406262211836,-0.29501387529413137,-0.6014996235208644,0.306485748226733,47.66194831393756,107.41688365625859,104.2631965637207,101.1095094711828,0.5298677853978806,2.1761126682437566,110.14788787841796,-1,SELL
2018-03-21,104.60284327398188,105.70141588569666,104.01376347104382,104.43567657470705,5158700,104.86594472461931,106.34608669869046,-0.30745735487580816,-0.5426911697918532,0.235233814916045,47.61533566947616,107.42452233745365,104.3470458984375,101.26956945942135,0.514399895178057,2.14122265013012,110.14788787841796,-1,SELL
2018-03-22,103.8625137432679,104.0296804496752,101.17977477410336,101.40267181396484,7560100,104.53610920931888,106.15222729144632,-0.5556518299932947,-0.5452833018321415,-0.01036852816115319,39.6525547553502,107.54754213041143,104.27924499511718,101.01094785982293,0.05992783671834692,2.22084258944966,110.14788787841796,-1,SELL
2018-03-23,101.60166491677194,101.7370004376412,99.42841319615252,99.5876235961914,8452500,104.0648248652115,105.89479185241672,-0.8885641474718966,-0.6139394709600925,-0.2746246765118041,35.79477594713998,107.89020877192885,104.0372413635254,100.18427395512194,-0.0774273820262814,2.2271100645953044,110.14788787841796,-1,SELL
2018-03-26,100.63049724123069,101.53004776886632,99.67521637863284,101.41063690185548,8358200,103.8120450591776,105.71894263866922,-0.9938412362415363,-0.6899198240163813,-0.303921412225155,41.90798115180624,107.83151681281474,103.8509620666504,99.87040732048605,0.19346921215611887,2.2067753580295624,110.14788787841796,-1,SELL
2018-03-27,101.1877211495194,102.7718932835875,100.61455395261918,101.26732635498048,7789900,103.56969089687311,105.54436945107358,-1.0764296401708293,-0.767221787247271,-0.30920785292355835,41.57287556227957,107.78036523766596,103.6734390258789,99.56651281409185,0.2070664839323414,2.2032442132394743,110.14788787841796,-1,SELL
