Date,Open,High,Low,Close,Volume,EMA_20,EMA_50,MACD,MACD_signal,MACD_diff,RSI,BB_upper,BB_mid,BB_lower,BB_pband,ATR,Trailing_Stop,Signal,Signal_Label
2018-03-14,42.32300900368087,42.36995039840888,41.73388321843804,41.88175201416016,117473600,41.21304119846079,40.590712387776925,0.6420768748047081,0.553162010325732,0.08891486447897612,57.98572691856757,42.8973156001587,41.26177463531494,39.62623367047119,0.6895328188568017,0.8160914240189836,40.09251823425293,0,HOLD
2018-03-15,41.8958556222127,42.30425348733012,41.79493175071051,41.931060791015625,90975200,41.28142401679935,40.64327507025688,0.6181484983503083,0.5661593079306473,0.05198919041966099,58.342831106729555,42.77682559277086,41.394151878356936,40.01147816394301,0.6941560424059512,0.7941793034904571,40.09251823425293,0,HOLD
2018-03-16,41.93105312956666,42.04136741352731,41.689301464223135,41.78318786621094,157618800,41.32921105007664,40.68797753284331,0.580560636775111,0.5690395736995401,0.011521063075570992,56.7840903907769,42.79586742147971,41.45318164825439,40.11049587502907,0.6228903383566146,0.7625997781914371,40.09251823425293,0,HOLD
2018-03-19,41.61888030428851,41.65408545749349,40.75983875209598,41.1447639465332,133787200,41.311644659262974,40.70589072553703,0.49356697799660054,0.5539450545589522,-0.06037807656235161,50.50976678557586,42.76138710944788,41.48686256408691,40.212338018725944,0.3657936330850258,0.7812247307574028,40.09251823425293,0,HOLD
2018-03-20,41.13068771362305,41.49683568443578,41.06027381583607,41.13068771362305,78597600,41.29441066444012,40.72254943095217,0.41866196774714126,0.5268884371965901,-0.1082264694494488,50.37759472933986,42.70057200759657,41.52664642333984,40.35272083908311,0.3313527215749815,0.7566059548889962,40.09251823425293,0,HOLD
2018-03-21,41.083754981689786,41.095491231721496,40.19654891658293,40.19889831542969,148219600,41.19007615501056,40.70201409308854,0.28087385139670573,0.47768552003661324,-0.1968116686399075,42.457433459099796,42.69204997833465,41.52899436950683,40.365938760679015,-0.07181103121014068,0.7692868721855051,40.09251823425293,0,HOLD
2018-03-22,39.900805674877645,40.52982842173908,39.57221223717389,39.630889892578125,165963200,41.041582225255084,40.66000922248029,0.1244081441551046,0.4070300448603115,-0.28262190070520693,38.485388414884866,42.84594379943301,41.48615951538086,40.126375231328716,-0.18219262590462076,0.7827389659269111,40.09251823425293,-1,SELL
2018-03-23,39.52292778579496,39.88203480809846,38.71317672729492,38.71317672729492,164115200,40.81982932068745,40.583662850120085,-0.07280459287051144,0.31106311731414693,-0.3838677101846584,33.09777851518925,43.1810587376259,41.36223239898682,39.54340606034774,-0.22823216142615155,0.8103189027038129,40.09251823425293,-1,SELL
2018-03-26,39.4478137655839,40.62840784209897,39.06523432694473,40.55095291137695,150164800,40.794222043610255,40.58238010742428,-0.07988308619319895,0.23287387661267775,-0.3127569628058767,48.61206412263141,43.115850690483036,41.28947200775146,39.46309332501989,0.2978187373305396,0.8892412035681156,40.09251823425293,0,HOLD
2018-03-27,40.764534600998445,41.10955946368787,39.177892261077965,39.51118087768555,163690400,40.67202764685552,40.540372294493345,-0.1674633433508248,0.15280643261997726,-0.3202697759708021,42.59384148134902,43.13241553218516,41.17152976989746,39.21064400760976,0.07663293697567616,0.9637002034996723,40.09251823425293,-1,SELL
2018-03-28,39.25535128853273,39.90550071027378,38.77184798320467,39.07462310791016,166674000,40.51989388124167,40.482891934235184,-0.26899706101080767,0.06844573389382028,-0.3374427949046279,40.33594169754753,43.17248688411725,41.034927940368654,38.89736899662006,0.04146180665765802,0.9758396694689175,40.09251823425293,-1,SELL
2018-03-29,39.38679033049858,40.31155078767656,39.17320279721128,39.3797492980957,153594000,40.411308682846816,40.4396314387003,-0.3211402256468716,-0.009471458014318104,-0.3116687676325535,42.62523389212719,43.205869279209,40.950197792053224,38.69452630489745,0.1518889158062341,0.9944888130615945,40.09251823425293,-1,SELL
2018-04-02,39.11218755047695,39.652022830460815,38.60286580492459,39.12157440185547,150347200,40.28847684656192,40.38794292745149,-0.3789285631598531,-0.08336287904342511,-0.29556568411642803,41.185276533492754,43.22026284374004,40.83835773468017,38.45645262562031,0.1396197047702046,0.9983936853812109,40.09251823425293,-1,SELL
2018-04-03,39.34688194941007,39.60741083952156,38.6990820303163,39.52291488647461,121112000,40.21556618369646,40.35402025917789,-0.3878702867897559,-0.14426436059269127,-0.24360592619706462,44.333464760773964,43.166861702426466,40.73942680358887,38.311991904751274,0.24942439904427494,0.991960479940072,40.09251823425293,-1,SELL
2018-04-04,38.69908151081114,40.37256550802131,38.67326320379897,40.27868270874024,138422000,40.22157728131968,40.35106584543524,-0.3301665655009316,-0.18144480157433934,-0.14872176392659225,49.784426890044045,43.09150043811799,40.680044937133786,38.26858943614958,0.41678008816050427,1.0424848959602342,40.09251823425293,0,HOLD
2018-04-05,40.50635441106232,40.893625455435775,40.388999115021946,40.55799102783203,107732800,40.25361668574943,40.359180558470406,-0.2589135098000881,-0.19693854321948912,-0.06197496658059898,51.668047655233735,43.05869007336497,40.653874206542966,38.24905833972096,0.4800643408849332,1.0119461710127555,40.09251823425293,0,HOLD
2018-04-06,40.12847226740504,40.48288399027378,39.47832289128992,39.52057266235352,140021200,40.18380296923553,40.32629397430896,-0.28289490545952134,-0.21412981566749556,-0.06876508979202578,44.92713749964208,42.97131580049865,40.55341758728027,38.13551937406189,0.286416789739059,1.0167834542648524,40.09251823425293,-1,SELL
2018-04-09,39.87264006137012,40.62605912311723,39.86559902949583,39.912540435791016,116070800,40.157968442240815,40.310068345347474,-0.26719179015540817,-0.2247422105650781,-0.04244957959033008,47.70334250375073,42.739703411985666,40.43688411712647,38.13406482226727,0.3861517960818736,1.0231193833004848,40.09251823425293,-1,SELL
2018-04-10,40.60493471440127,40.83964531968682,40.259909838119526,40.663612365722656,113634400,40.206125006381946,40.32393281673474,-0.19192928899490624,-0.21817962625104376,0.026250337256137513,52.63082978794163,42.409374320655616,40.337483978271486,38.265593635887356,0.5787031004439872,1.0162612047715789,40.09251823425293,0,HOLD
2018-04-11,40.42421611289858,40.820877702734585,40.29981974916783,40.47350692749024,89726400,40.231589951249404,40.329798468136914,-0.14594081975100437,-0.2037318649510359,0.05779104520003153,51.31294864312736,42.13076961764863,40.24911594390869,38.36746227016875,0.5596260052296326,0.9808895439712343,40.09251823425293,0,HOLD
2018-04-12,40.70117124541933,41.07436028792793,40.61432587688714,40.87250900268555,91557200,40.29262986090998,40.35108123419765,-0.07641759916254642,-0.178269011793338,0.10185141263079159,53.92093310977831,41.95223826717873,40.19865379333496,38.445069319491196,0.692136512213047,0.9537441022902667,40.09251823425293,0,HOLD
2018-04-13,41.02273020718267,41.271522941878665,40.80445100533072,41.01099395751953,100497200,40.36104548915851,40.376960164524,-0.010029750747079902,-0.1446211595840864,0.1345914088370065,54.82541080576708,41.76458276552194,40.15265045166016,38.54071813779837,0.7662467581541925,0.9189818047372438,40.09251823425293,0,HOLD
2018-04-16,41.08140701517665,41.35367224350645,41.03446559890611,41.26683044433594,86313600,40.44731072298494,40.41185703824212,0.06250642859223632,-0.10319564194882186,0.16570207054105818,56.52324727299343,41.647427363461034,40.12683258056641,38.60623779767178,0.8748526157637517,0.8778172676836492,40.09251823425293,1,BUY
