Date,Open,High,Low,Close,Volume,EMA_20,EMA_50,MACD,MACD_signal,MACD_diff,RSI,BB_upper,BB_mid,BB_lower,BB_pband,ATR,Trailing_Stop,Signal,Signal_Label
2018-03-14,56.78645317693122,57.47831620316681,56.615468752491,56.93959426879883,41870000,55.548715934188294,55.05856673764707,0.5316204372270832,0.2117675477328203,0.3198528894942629,57.71900066262593,57.87365749700674,55.23823871612549,52.602819935244234,0.8227865652730205,1.3171549773559779,55.32474662780761,0,HOLD
2018-03-15,56.97330401261731,57.61412136076028,56.28391755240599,57.024845123291016,33382000,55.68929966648379,55.13567569394683,0.5792059696241623,0.2852552321110887,0.29395073751307355,58.073714313802405,57.99526187892229,55.43130187988281,52.86734188084333,0.8107582107375277,1.3180870367130002,55.32474662780761,0,HOLD
2018-03-16,57.25976482754346,57.33212127129546,56.07080658724937,56.22246170043945,58656000,55.740077003051,55.17829475302497,0.5458796496550988,0.3373801156198908,0.20849953403520805,53.52240676261008,58.04656086006818,55.53800582885742,53.02945079764666,0.6364243285609079,1.3140318686653638,55.32474662780761,0,HOLD
2018-03-19,55.39678599583184,55.47657622148134,53.96745878617308,54.52006149291992,63656000,55.62388504970518,55.152481684001245,0.3777444291403853,0.3454529783239897,0.03229145081639562,45.393777700088414,58.037271686473545,55.549330711364746,53.06138973625595,0.29314838480044453,1.3812440862082929,55.32474662780761,-1,SELL
2018-03-20,54.43729584490762,54.79165567552569,53.64531861983161,54.308441162109375,54598000,55.49860467945796,55.11938205569176,0.22482838178768105,0.321328059016728,-0.09649967722904695,44.48925960720493,58.04998320538285,55.53002700805664,53.01007081073043,0.2576176428694621,1.3644650126001345,55.32474662780761,-1,SELL
2018-03-21,54.14836020001137,54.94777118322793,53.882714167129365,54.21923065185547,44898000,55.376759533972006,55.084082000639356,0.09534370704051298,0.276131188621485,-0.18078748158097202,44.09041071139911,58.062208844582045,55.481086349487306,52.89996385439257,0.2555606717562001,1.3430787271357367,55.32474662780761,-1,SELL
2018-03-22,53.525877675810605,53.71965880936903,52.02072282964644,52.19468307495117,69312000,55.07370463311288,54.970772238847665,-0.16869330873428368,0.18716628915033126,-0.35585959788461496,36.16624898196127,58.289741763004805,55.34045848846436,52.39117521392391,-0.033311845740445795,1.4041808053552578,55.32474662780761,-1,SELL
2018-03-23,52.106459236876645,52.87018724864738,50.79310432734778,50.87636566162109,49880000,54.67395806439938,54.81020727503486,-0.47880240752737535,0.05397254981478995,-0.5327749573421653,32.118271928987525,58.60537986571232,55.08883934020996,51.572298814707594,-0.09895139101049999,1.4522452422084255,55.32474662780761,-1,SELL
2018-03-26,52.068298554475845,52.497990584854186,50.0848864237564,52.24126434326172,65984000,54.44227294810055,54.70946441496533,-0.6074281324619974,-0.07830758664056753,-0.5291205458214299,39.64972750128728,58.511324054001136,54.866783142089844,51.22224223017855,0.13980116257616182,1.520878022129094,55.32474662780761,-1,SELL
2018-03-27,52.72745539437462,52.75917562050298,49.44258379491347,49.90448760986328,60816000,54.01010291588748,54.521033952020154,-0.8876905551466905,-0.24018418034179212,-0.6475063748048984,32.91626986521399,58.8181490551239,54.59278793334961,50.36742681157533,-0.054781022067724755,1.6491432938048383,55.32474662780761,-1,SELL
