Date,Open,High,Low,Close,Volume,EMA_20,EMA_50,MACD,MACD_signal,MACD_diff,RSI,BB_upper,BB_mid,BB_lower,BB_pband,ATR,Trailing_Stop,Signal,Signal_Label
2018-03-14,26.78256657334751,26.78256657334751,26.27242331504285,26.445213317871094,58011400,26.34600389024617,25.90002794279461,0.24591740193245215,0.23417576583743643,0.011741636095015717,53.46184576241408,26.933156871824387,26.37699499130249,25.82083311078059,0.561329559753888,0.553312122208837,25.399915618896483,0,HOLD
2018-03-15,26.568640450024127,26.609780484541695,26.27242717944412,26.412303924560547,41964200,26.35231817922849,25.920117196981508,0.2213800993490409,0.23161663253975734,-0.010236533190716435,52.90322822488942,26.93830808450852,26.386030387878417,25.833752691248314,0.523786526997601,0.5378864924151755,25.399915618896483,0,HOLD
2018-03-16,26.420535249984745,26.799028610160903,26.395851855690005,26.46990203857422,83447600,26.36351664202332,25.94167738684789,0.20422758819390197,0.22613882367058627,-0.021911235476684304,53.81285822511053,26.94279234118347,26.3893385887146,25.835884836245732,0.5727824587874208,0.5282643682762985,25.399915618896483,0,HOLD
2018-03-19,26.436993278092935,26.511046603642143,26.06672665034692,26.313570022583008,57363200,26.35875982112424,25.95626141177868,0.1759907011050359,0.2161091991574762,-0.040118498052440305,50.937226423930845,26.94302478659858,26.394667148590088,25.846309510581595,0.42605453048706876,0.5222683386347933,25.399915618896483,0,HOLD
2018-03-20,26.379396595863977,26.4945899603219,26.231288375373683,26.313570022583008,44784500,26.35445603078698,25.970273514163164,0.151862191834784,0.20325979769293778,-0.05139760585815378,50.937226423930845,26.942095483574985,26.40163459777832,25.861173711981653,0.41852826216507827,0.5037707133714664,25.399915618896483,0,HOLD
2018-03-21,26.33002373143814,26.70029031791817,26.066723745226437,26.223058700561523,64546300,26.341941999336935,25.980186658727806,0.12400718946082279,0.1874092760465148,-0.06340208658569202,49.172827649740526,26.93858655020905,26.40653600692749,25.87448546364593,0.3275753039980738,0.5130418461800569,25.399915618896483,0,HOLD
2018-03-22,25.86924866684408,25.91038870102667,25.02997878662892,25.136943817138672,110271900,26.227180267699005,25.94711831199882,0.014128639185830849,0.15275314867437803,-0.13862450948854718,33.96781936199652,27.113887282734503,26.36450939178467,25.615131500834835,-0.31905643966227887,0.5616159938766673,25.399915618896483,-1,SELL
2018-03-23,25.252139472394127,25.26859454491085,23.90272465434225,24.001462936401367,115740200,26.015207188527803,25.870818101191077,-0.16269922560906735,0.08966267381768896,-0.2523618994267563,25.196117717678632,27.526598793394207,26.251773166656495,24.976947539918783,-0.3825953067846963,0.6190627007832339,25.399915618896483,-1,SELL
2018-03-26,24.593891816687456,25.14517685282072,24.39641679067745,25.04644012451172,83297000,25.92294365862151,25.838489553086003,-0.21602544968049742,0.028525049118051683,-0.2445504987985491,40.43963540512838,27.54327188446492,26.175300979614256,24.80733007476359,0.08739588279994524,0.6565377876143852,25.399915618896483,-1,SELL
2018-03-27,25.219230037361918,25.235686681781893,24.034378318787425,24.289451599121094,85821800,25.767372986288137,25.777742966656007,-0.3157299754122924,-0.040325955788017134,-0.2754040196242753,34.89259311456249,27.649694502219663,26.064667797088624,24.479641091957586,-0.05999567459046951,0.6954499715701054,25.399915618896483,-1,SELL
2018-03-28,24.511608332835216,24.65148508363836,23.869813410283477,24.18248176574707,79396100,25.616430965284227,25.715183703875265,-0.3987812005093474,-0.11201700473228321,-0.2867641957770642,34.1791293074847,27.736604115892586,25.95811347961426,24.17962284333593,0.000803749638266823,0.7016086645547323,25.399915618896483,-1,SELL
